2,0,0.674998
2,0,0.171284
2,0,0.227031
2,1,-0.168702
2,1,0.0790799
2,2,1.54765
3,0,-0.451831
3,0,0.0446627
3,0,0.00790999
3,1,0.0446627
2,2,0.406982
2,1,0.210615
3,1,-0.259361
2,3,0.0859128
3,1,-1.38242
2,3,-0.168702
3,2,-0.451831
2,3,0.319085
3,2,-0.178173
4,0,-0.451831
2,4,0.169719
4,0,0.210972
3,2,-0.515929
3,3,-1.64239
3,3,0.0446627
2,4,0.0859128
2,4,0.143034
2,5,-1.19372
4,1,-0.643054
4,1,-0.220014
3,3,0.360452
3,4,1.10252
3,4,0.335432
4,2,0.0519762
2,5,-0.200942
2,5,-0.259361
3,4,-0.13753
3,5,-0.275179
2,7,-0.0532757
3,5,1.06007
4,2,0.147783
2,6,-1.19372
4,3,0.214359
2,8,0.674998
3,6,0.0997645
2,6,-0.259361
4,4,0.520431
3,6,0.168346
2,7,-0.321562
3,7,-1.30146
2,9,-0.188932
2,7,0.363545
2,8,1.54765
4,5,0.0107128
3,6,-0.200942
4,3,0.300557
2,10,0.308691
3,8,-0.815792
3,7,0.214359
2,8,0.210615
3,7,0.00790999
2,9,-0.20653
2,11,0.25279
4,4,-0.259361
3,9,-0.259361
3,8,0.5761
2,12,-1.99017
3,8,0.469553
4,7,0.130784
2,13,1.54765
2,10,0.103006
2,10,-0.755734
3,9,0.102207
2,11,-1.99017
3,10,-0.0708681
3,9,-0.302363
2,14,-0.47926
2,12,-1.99017
4,6,0.169719
3,10,-0.507984
3,10,-0.815792
4,8,-0.175101
2,15,-0.200942
2,11,0.363545
3,11,0.0776714
2,16,-0.164476
2,13,-0.188932
3,11,0.102207
4,7,0.371209
3,11,0.0446627
2,12,-0.188932
2,14,0.674998
4,9,-0.220014
3,12,0.0997645
3,13,1.10252
4,8,-0.0544239
2,18,0.210615
2,13,0.171284
2,15,0.0790799
3,13,-0.0619556
4,10,-0.200942
2,14,0.171284
3,13,-0.755734
3,14,0.200499
4,9,-0.275179
2,16,-0.200942
3,15,0.0997645
4,10,0.308894
3,14,-0.0544239
2,15,-0.200942
4,11,-0.178173
2,21,-0.259361
3,15,-0.238013
3,16,-0.156425
3,15,0.292503
2,22,0.203498
4,11,-0.175101
4,12,-0.118551
2,20,-1.19372
3,16,0.19439
3,16,0.103006
2,23,-0.262181
3,17,0.300557
2,17,-0.515929
2,21,0.171284
4,12,-1.43166
2,24,0.067103
4,13,0.0610535
3,17,-0.0247813
3,17,-0.205401
2,25,-1.98924
2,22,0.517963
3,18,-0.200942
2,18,0.0519762
4,14,0.299028
3,18,-1.38242
4,13,0.0107128
2,23,-0.164476
2,19,0.674998
2,26,-0.259361
3,18,-0.0247813
3,19,-0.259361
4,15,0.299028
2,27,0.363545
3,19,0.102207
3,20,-0.544017
4,14,0.200499
2,24,-0.368754
2,28,-1.19372
4,16,0.299028
3,19,0.36141
3,21,0.5761
2,29,0.674998
3,20,0.0997645
2,21,0.210615
2,25,-1.19372
2,22,0.74521
3,20,0.5761
3,21,1.77061
4,15,-0.117168
3,22,-0.425604
2,30,-0.368754
4,17,0.172699
2,26,-0.188932
2,23,0.0859128
2,31,0.674998
3,22,0.254835
3,21,0.17973
3,23,-0.238013
4,18,-0.0900154
2,24,0.0859128
4,16,-0.029005
2,27,-0.259361
3,22,0.588264
2,32,-0.0544239
3,23,0.102207
2,33,0.674998
4,19,-0.88408
2,28,-0.262181
3,25,1.10252
2,26,-0.164476
3,24,-0.44355
4,17,-0.451831
3,23,0.258035
2,34,-0.262181
2,30,0.674998
3,25,0.0394289
3,26,-0.0544239
4,20,-0.029005
2,27,0.363545
2,35,0.0431347
3,24,0.0776714
3,26,-1.10501
4,18,-0.0817911
4,21,-0.643054
2,28,0.1845
3,27,1.10252
2,32,-0.130116
2,37,0.74521
3,27,-0.451831
4,19,-0.47926
3,25,-0.410919
2,29,0.1845
2,38,0.462677
4,22,-0.200942
3,28,0.0997645
2,33,-0.262181
3,28,-0.00124639
4,20,0.299028
3,29,0.5761
2,30,0.210615
2,39,0.25279
3,26,-0.259361
4,23,-0.471227
2,34,-0.0532757
2,40,-1.19372
3,29,-0.178173
4,24,0.214359
2,31,0.0790799
3,30,0.214359
3,27,-0.396109
4,22,0.047244
3,30,0.214359
2,43,-0.31569
4,25,0.233753
2,37,-0.188932
2,32,0.214359
3,31,0.5761
2,44,0.674998
3,31,0.258694
4,23,-0.0998343
4,26,-0.0375703
3,28,0.19439
2,45,-0.188932
2,38,-0.0544239
4,24,-0.200942
3,32,-0.755734
3,32,-0.302363
4,27,0.214359
2,46,0.171284
2,34,-0.755734
3,33,1.10252
2,39,0.0859128
4,25,-0.200942
3,30,-0.755734
2,35,0.674998
3,33,-0.178173
2,47,-0.259361
3,34,0.168346
4,28,-0.029005
2,40,-0.164476
3,31,-0.275179
4,26,-0.436347
3,34,0.103006
2,48,-0.130116
4,29,-0.208744
3,35,-1.10858
3,35,0.102207
2,41,-0.0351182
2,38,-0.262181
4,27,-0.0532757
2,39,0.674998
2,49,0.319085
3,36,-0.660321
3,36,-0.660321
3,33,-0.200942
2,42,-0.248506
2,40,0.0790799
4,28,-0.208205
2,50,0.067103
3,37,0.360452
4,30,0.130784
3,37,-0.374775
3,34,0.0708581
3,38,0.5761
2,43,-0.425604
2,51,-0.164476
4,29,-0.471227
2,42,0.171284
2,44,0.74521
3,38,-0.0544239
4,31,0.0410426
4,30,1.53527
3,39,-0.815792
2,45,-0.262181
2,43,0.103006
2,52,0.363545
3,35,0.300557
2,46,0.674998
3,39,0.102207
4,31,-0.275179
3,40,0.134546
2,53,-1.19372
2,44,-0.164476
2,47,0.067103
2,54,0.674998
4,32,0.200499
3,36,-0.368754
3,40,-0.192959
2,48,-1.19372
2,45,0.171284
3,41,0.00790999
3,37,-0.507984
2,55,-0.200942
4,33,0.214359
4,32,-0.259361
3,42,-1.64239
2,49,-0.188932
3,41,0.200499
2,46,0.169719
3,39,0.5761
3,42,1.10252
2,50,-0.168702
2,56,-0.259361
2,51,-1.99017
3,43,-0.374775
4,35,-0.115405
4,33,-0.266175
2,47,0.210615
3,43,-0.0247813
2,57,0.0790799
3,40,-0.451831
2,53,0.303302
4,34,-0.436347
2,48,0.0790799
3,44,-0.302363
4,36,-0.266175
2,58,0.0519762
3,44,-0.451831
3,41,0.258035
2,54,-0.259361
2,49,0.0790799
4,35,-0.259361
2,59,-1.99017
3,45,0.0446627
2,60,-1.99017
4,37,-0.755734
2,50,-0.264164
3,42,-0.33143
3,46,0.5761
3,45,-0.220405
2,55,0.227031
2,51,0.319085
4,36,-0.266175
2,56,0.319085
2,61,-0.259361
4,38,0.147783
3,46,-0.200942
3,48,0.29389
3,43,-0.016441
2,62,0.674998
2,52,-0.259361
4,37,0.200499
3,47,-0.507984
2,57,-0.0532757
3,44,0.5761
4,39,-0.255166
3,49,0.102207
3,45,-0.0532757
2,63,0.210615
2,54,0.0790799
3,48,-0.178173
3,46,-0.156425
4,38,-0.178173
2,58,0.0519762
3,50,-0.0301271
2,64,-0.164476
4,40,-0.107676
3,47,-0.123013
2,55,0.0790799
3,49,-0.451831
3,51,0.360452
2,59,-0.0544239
4,41,-0.916508
2,65,-0.164476
2,56,-0.164476
4,39,0.122471
3,48,-0.0532757
4,0,-0.96513
3,50,0.0394289
3,52,-0.016441
2,66,0.122602
2,57,-0.264164
2,61,-0.188932
4,42,-0.117168
4,1,0.520431
3,49,0.214359
3,51,0.0742677
4,40,-0.451831
3,54,-0.68731
4,43,0.520431
2,67,0.122602
2,58,-0.259361
2,63,-1.98924
3,52,-0.0237612
3,50,0.134546
4,2,-0.515929
4,41,-0.200942
2,69,0.674998
3,55,-0.102877
2,59,-0.168702
2,64,0.067103
3,53,-0.144974
3,56,0.5761
2,70,0.122602
4,3,-0.250401
3,51,-0.205401
2,65,0.101588
4,45,0.233753
3,57,-1.64239
4,42,-0.175101
2,60,-0.259361
2,72,-0.174476
3,54,0.214359
4,4,-0.445985
2,66,-0.164476
2,61,-0.174476
4,46,0.200499
4,43,0.0107128
3,52,-0.302363
3,58,0.147783
2,67,0.117431
4,5,-0.217967
2,62,-0.200942
2,74,-0.0544239
3,55,0.0708581
3,59,1.06007
2,75,0.0790799
2,68,0.101588
4,6,-0.164809
3,53,-0.192959
4,44,-0.080608
4,47,0.02768
3,56,0.200499
2,69,-0.248506
4,45,0.0092178
2,64,0.363545
3,54,0.292503
4,48,-0.47926
2,70,0.674998
3,61,-0.259361
2,76,0.363545
4,7,0.200499
2,65,0.117431
2,72,0.236221
3,55,0.0708581
2,73,0.674998
4,46,0.200499
2,77,-0.200942
2,66,0.674998
3,62,-0.259361
3,58,0.169719
4,8,0.0708581
2,78,0.74521
4,50,-0.429815
2,74,-0.0544239
2,67,-0.0532757
3,63,0.214359
3,56,-0.200942
2,79,-0.164476
3,59,-0.016441
4,47,-0.220014
2,75,-0.164476
4,9,-0.0544239
4,51,0.310459
2,68,-0.368754
3,57,-0.0247813
2,80,-1.19372
3,64,0.102207
3,60,-0.156425
2,76,0.117431
2,69,0.214359
4,10,-0.0506411
3,65,-0.156425
2,77,0.74521
2,70,0.319085
4,52,-0.44557
4,48,0.0410426
3,61,-0.156425
3,66,-0.156425
2,81,-0.259361
2,71,-0.262181
3,58,0.0776714
2,78,-0.0239903
4,11,0.214359
3,67,-0.47926
4,49,0.520431
2,72,0.171284
4,53,-0.220014
2,82,-0.168702
2,73,0.74521
3,59,0.205275
3,62,-0.17967
3,69,-0.544017
2,80,-0.188932
4,50,-0.209418
2,74,0.1845
2,83,-0.0532757
3,60,-0.156425
4,12,-0.029005
2,75,-0.164476
3,63,-0.192959
4,54,0.0630073
2,81,0.210615
3,70,0.5761
4,51,-0.178173
2,84,0.0790799
3,64,-1.10501
2,76,-0.259361
3,71,0.5761
4,13,-0.102877
3,61,-0.451831
4,55,0.02768
2,83,-0.188932
3,65,-0.482616
2,85,0.101588
2,77,0.0790799
4,52,-0.178173
4,14,0.0585485
4,56,0.299028
2,86,-1.19372
3,66,0.0997645
3,62,-0.0532757
3,72,0.147783
2,84,-0.248506
2,87,-0.264164
2,78,-0.262181
3,63,-0.68731
4,15,-0.47926
4,53,0.300557
4,57,-0.0900154
2,79,-1.19372
3,67,0.169719
2,85,0.171284
3,73,-0.0532757
2,86,0.674998
2,80,-0.262181
2,89,-0.259361
4,54,0.233753
3,64,0.102207
4,16,0.520431
3,68,-0.016441
3,74,0.0862279
4,58,-0.451831
2,87,-0.356471
2,81,0.517963
2,88,0.674998
4,55,-1.24467
3,75,-0.183574
2,90,-0.755734
4,17,-0.20653
3,65,-0.0544239
2,89,-0.264164
3,69,-0.178173
4,59,-0.178173
2,82,0.0790799
2,91,0.171284
4,56,0.258694
2,92,1.54765
3,76,-0.259361
4,18,0.0708581
3,66,-0.156425
2,90,0.0092178
2,83,0.319085
3,70,0.0519762
4,60,0.147986
3,71,-1.10858
3,77,0.102207
2,93,0.363545
4,19,0.233753
2,91,-0.248506
2,84,-0.262181
2,94,0.308691
4,57,-0.0457472
3,67,-0.374775
2,85,0.171284
4,20,0.520431
4,61,-0.178173
3,72,-0.192959
2,92,-0.200942
3,78,-0.220014
2,86,1.54765
2,96,-1.19372
4,58,-0.243997
4,62,-0.0532757
3,68,0.102207
2,87,-0.262181
4,63,-0.755734
3,73,-0.20653
2,97,-0.259361
2,93,-0.259361
2,88,-0.267475
3,79,0.0708581
3,69,-0.0708681
4,21,0.200499
2,89,0.674998
2,98,0.0859128
4,64,0.0092178
3,70,-1.10501
2,94,-0.248506
3,74,-0.259361
4,22,-0.189075
2,100,-0.31569
4,60,0.0708581
4,65,-0.789165
3,80,-0.368754
2,95,0.308691
2,90,-0.200942
2,101,-0.267475
3,75,-0.544017
3,71,0.292503
4,61,-0.259361
3,81,-0.291502
2,102,0.171284
2,97,-0.264164
4,23,-0.368754
2,91,0.143034
2,103,1.54765
3,76,-0.0621548
2,92,0.674998
2,98,-1.99017
3,82,-1.44414
4,62,0.147986
3,72,-0.0544239
2,93,-0.264164
2,104,0.674998
4,24,-0.117168
2,105,0.674998
2,100,0.674998
3,77,-0.00124639
3,73,0.5761
2,94,1.54765
2,101,0.674998
4,68,-0.0544239
2,106,-0.130116
3,83,-0.220405
2,102,0.308691
2,95,0.319085
4,63,0.344395
4,25,-0.0900154
2,107,0.674998
3,74,-0.0301271
4,69,-0.643054
3,78,0.147783
3,84,-0.156425
2,103,0.143034
2,108,0.0790799
3,75,-0.68731
4,64,-0.286867
4,26,0.200499
2,104,0.122602
2,97,0.363545
3,79,0.0610535
4,70,0.224327
3,85,-0.0532757
2,109,0.117431
2,105,-0.174476
3,76,0.00790999
2,106,0.674998
4,27,0.047244
4,65,-0.755734
2,99,0.227031
3,80,-0.368754
2,110,-0.164476
3,86,0.29389
4,71,-0.200942
2,100,-0.164476
2,111,1.54765
3,81,-1.10858
2,107,0.0859128
3,87,-1.10501
3,77,-0.205401
4,72,-0.115405
4,28,-0.0817911
4,66,-0.451831
3,82,-0.00124639
2,101,-0.368754
2,112,0.308691
3,78,-1.44414
2,108,0.0859128
4,73,-0.200942
3,88,0.102207
3,83,1.10252
2,102,-0.262181
2,113,-0.259361
3,89,1.10252
2,109,-0.188932
4,29,-0.451831
4,67,-0.259361
3,79,-0.183574
2,103,0.1845
3,84,0.102207
2,104,0.674998
4,74,0.0630073
2,114,0.25279
2,110,0.0431347
3,80,-1.44414
2,105,0.674998
4,68,1.71668
3,90,-0.0247813
4,30,0.214359
3,85,0.00790999
2,106,-0.47926
4,75,0.371209
2,111,0.25279
2,115,0.0859128
3,82,-0.0544239
2,107,1.54765
3,86,0.588264
4,31,0.0610535
3,91,-0.259361
2,116,-1.99017
2,108,-0.262181
2,117,0.674998
2,112,-0.0239903
4,70,-1.24467
4,76,-0.515929
2,118,0.406982
3,87,-0.200942
2,110,0.101588
4,32,-0.259361
3,83,0.030862
3,92,0.254835
2,113,-0.168702
2,111,-0.264164
4,33,1.47966
4,71,0.147783
2,119,-0.755734
3,88,0.214359
2,114,-0.188932
4,72,-0.201253
3,84,-0.200942
2,120,0.0859128
2,112,0.117431
2,115,-0.267475
3,93,0.169719
4,78,-0.0596222
3,89,-0.870314
4,34,0.0225288
3,90,1.99994
2,121,0.143034
2,116,0.0859128
3,94,-0.0544239
3,85,0.030862
2,113,0.103006
4,79,-0.0338942
2,114,1.54765
2,122,-1.19372
2,115,1.54765
4,74,0.058034
3,86,0.0446627
3,95,0.5761
3,91,-0.393142
2,117,-0.248506
4,35,-0.0499416
2,123,-1.19372
2,116,0.171284
4,80,-0.277784
4,75,-0.220014
3,96,0.0790799
2,117,-0.264164
3,92,0.00790999
2,119,0.210615
2,125,-0.515929
3,87,-0.0804973
4,36,0.147986
4,81,0.344395
4,76,1.18796
2,126,-0.425604
3,88,-1.10858
2,118,0.101588
3,93,0.469553
2,127,1.54765
2,120,-0.0532757
3,97,0.0977582
4,77,0.147783
2,121,-1.99017
2,128,-0.174476
4,82,-0.175101
3,94,-0.755734
2,119,0.214359
5,0,-0.836641
3,89,0.134546
4,37,0.0410426
5,0,0.11186
2,122,0.0431347
4,78,0.11186
2,121,0.674998
