2,0.27961,0.364631;-0.0850205
4,0.103006,0.258199;-0.155192
4,-0.229711,-0.261191;0.0314798
2,-0.515929,-0.0659672;-0.449961
4,-0.325328,-0.484628;0.1593
3,-0.200942,0.0386815;-0.239623
2,-0.220014,-0.0852024;-0.134811
4,0.357683,0.349865;0.00781741
5,-0.649216,-0.433337;-0.21588
6,-0.114847,-0.0343465;-0.0805004
4,-0.447346,-0.305157;-0.142189
3,-0.451831,0.189589;-0.64142
6,-0.250401,-0.253691;0.00329043
5,-0.200942,-0.0168941;-0.184048
2,-0.519278,-0.676881;0.157603
4,0.37662,0.44338;-0.0667602
3,-3.88399,-2.88452;-0.999462
2,-4.33064,-6.34597;2.01532
4,0.733876,0.599589;0.134286
4,0.296783,-1.97468;2.27146
5,0.178424,0.311203;-0.132779
3,-0.259361,0.256169;-0.51553
2,0.975208,0.830129;0.145079
3,-0.451831,-0.30339;-0.148442
4,0.392949,0.434017;-0.0410675
4,2.15236,3.145;-0.992638
6,-0.0534997,0.244039;-0.297539
4,-0.425604,0.0136842;-0.439288
3,0.0944329,0.218453;-0.12402
3,-0.532818,-1.32318;0.790358
5,0.300557,0.0602225;0.240334
5,0.326571,0.462886;-0.136314
7,0.326571,0.313564;0.0130075
7,-0.259361,-0.0191676;-0.240194
5,1.0881,0.693579;0.394522
3,-0.664681,-0.446212;-0.218469
6,0.326571,0.321353;0.00521822
7,-0.277784,0.144654;-0.422439
3,-0.367816,-0.17368;-0.194136
4,-0.47522,-0.141298;-0.333922
3,0.169719,0.184161;-0.0144428
5,0.157477,0.1736;-0.0161225
4,-3.56739,-2.77244;-0.794945
5,0.103613,0.00617287;0.0974401
5,-0.259361,0.102993;-0.362354
5,-0.302363,-0.248532;-0.0538317
6,0.210972,0.190277;0.0206952
4,-0.968856,-0.421381;-0.547476
5,-0.451831,0.230945;-0.682777
4,-0.604111,-0.30576;-0.29835
4,-0.152023,-0.140021;-0.0120014
6,1.79107,1.16763;0.623442
8,0.0708581,-0.133536;0.204394
5,0.238563,0.173797;0.0647667
6,-0.533883,-0.619152;0.0852694
5,0.214359,-0.258974;0.473333
7,0.214359,0.0402479;0.174111
4,-1.36623,-0.860196;-0.506036
4,1.86792,1.03717;0.830749
8,-0.200942,0.0504645;-0.251406
5,0.522089,0.506917;0.0151723
4,-0.515929,-0.0100076;-0.505921
4,-0.0900154,-0.260281;0.170265
6,1.46709,0.365433;1.10165
6,-0.318507,0.0103183;-0.328826
8,-0.451831,-0.141331;-0.3105
5,-0.286874,-0.163335;-0.123539
7,-0.516047,-0.272233;-0.243814
6,-0.079461,0.0837944;-0.163255
6,-1.51461,-0.705805;-0.808802
5,-0.00946571,0.156092;-0.165557
9,-0.0532757,-0.00316703;-0.0501086
7,-0.0532757,-0.117767;0.0644915
6,0.223553,0.270809;-0.0472563
6,1.05116,0.545962;0.505199
6,-0.178173,-0.150606;-0.0275672
5,-0.259361,0.20701;-0.466371
5,-0.546074,-0.265588;-0.280486
6,0.210972,0.254769;-0.0437975
9,0.697737,0.216135;0.481602
7,-0.659603,-0.072949;-0.586654
9,0.300557,0.0698366;0.23072
8,0.579856,0.759596;-0.17974
7,0.214359,0.00702815;0.207331
7,-0.220405,-0.119071;-0.101334
5,-0.718924,-1.09258;0.373656
6,-0.220014,-0.0113178;-0.208696
5,0.344118,0.306218;0.0379003
7,0.214359,0.156956;0.0574032
5,2.03213,2.28099;-0.248853
6,-0.0804973,0.0703334;-0.150831
7,1.65513,1.39051;0.264622
6,0.981969,0.795715;0.186254
10,-0.693716,-0.244694;-0.449022
10,0.344118,0.321303;0.0228149
6,-0.425604,-0.0963008;-0.329303
6,-0.200942,0.0550094;-0.255951
8,-0.175101,0.176822;-0.351922
7,-0.0532757,0.141021;-0.194296
7,0.355708,0.26828;0.0874286
8,-0.340057,0.0322761;-0.372333
9,-0.374775,-0.28781;-0.0869648
8,0.991874,0.699789;0.292085
6,0.525196,0.184519;0.340677
6,-0.755734,-0.0685229;-0.687211
8,0.261308,0.261966;-0.000657791
8,0.0839247,-0.074155;0.15808
7,0.0261786,0.0730807;-0.0469021
7,0.424825,0.293583;0.131241
11,0.591831,0.409131;0.182699
8,-0.103774,0.127108;-0.230883
7,-0.50585,-0.509534;0.00368424
8,-0.080608,-0.177056;0.096448
7,-0.259361,0.00629044;-0.265652
7,0.326571,0.152168;0.174403
10,-0.200942,-0.0103462;-0.190596
11,-1.13432,-0.889077;-0.245239
6,0.379792,0.300737;0.0790552
8,0.0630073,0.0708062;-0.0077989
12,0.169719,0.0427321;0.126987
9,0.160712,0.341076;-0.180363
7,-0.388064,-0.266956;-0.121108
9,0.363545,0.177607;0.185938
7,-0.0946696,-0.197309;0.102639
9,-0.7746,-0.48643;-0.288169
9,0.0953615,-0.0225614;0.117923
8,-0.104133,-0.00633023;-0.0978026
9,-0.0532757,0.0471255;-0.100401
7,-1.32994,-1.05589;-0.274048
7,0.0410426,0.253951;-0.212908
8,-0.635927,0.282634;-0.91856
8,-0.220014,-0.289535;0.0695216
11,0.169719,0.0159713;0.153747
13,2.16999,1.89171;0.278275
9,0.3509,0.35238;-0.00148035
9,-0.243997,-0.0595308;-0.184467
8,0.0879801,0.275711;-0.187731
10,-0.0544239,0.0375865;-0.0920104
9,0.0944329,0.189112;-0.094679
8,0.761992,-0.333534;1.09553
9,-0.20653,0.208422;-0.414952
12,-0.200942,0.0301638;-0.231106
12,-1.02932,-0.603895;-0.425422
10,-0.733894,-0.124011;-0.609883
7,0.460908,0.861863;-0.400955
11,-0.200942,0.069187;-0.270129
8,-0.259361,0.0562044;-0.315566
10,-0.302058,-0.329855;0.0277967
10,-0.315221,-1.20912;0.893901
9,-0.57066,-0.33343;-0.23723
8,0.11186,0.195951;-0.084091
10,-0.604111,-0.34606;-0.258051
9,0.261308,0.348245;-0.0869374
14,1.22562,0.704962;0.520653
10,-1.07293,-0.249035;-0.823899
13,-0.0532757,0.23134;-0.284616
10,-0.24297,-1.01293;0.769961
10,-0.451831,-0.125264;-0.326567
9,0.0525889,-0.651696;0.704285
9,0.200377,0.212907;-0.0125305
11,0.214359,-0.0917286;0.306088
12,0.209826,0.115506;0.0943202
8,-3.88399,-5.50954;1.62556
9,-0.451831,-0.15914;-0.292691
13,-0.141578,-0.208911;0.0673333
10,-0.235088,-0.278265;0.0431766
11,0.459622,0.421311;0.0383117
8,-3.88399,-3.26894;-0.615043
11,-0.368754,-0.0925854;-0.276168
15,0.181835,0.246672;-0.0648361
11,0.00764018,-0.00155395;0.00919413
10,-0.220014,0.182;-0.402013
8,-0.0796029,-0.219338;0.139736
10,0.214359,-0.0892133;0.303573
4,-5291.81,-14.7823;-5277.03
11,0.147783,0.142031;0.00575221
9,0.0830546,0.0926327;-0.00957809
11,-1.12482,-1.04593;-0.0788928
13,-0.33143,0.0349208;-0.36635
10,0.103006,0.249989;-0.146982
14,0.181835,0.26226;-0.0804244
12,-0.259361,0.0955878;-0.354949
16,-0.259361,0.0510617;-0.310423
12,0.0092178,0.004988;0.0042298
9,-0.0900154,-0.20553;0.115515
12,-0.0532757,0.0313935;-0.0846692
11,-0.080608,-0.166566;0.085958
9,-0.259361,-0.1095;-0.149861
11,-0.192959,-0.0735868;-0.119372
9,0.0708581,-0.00759662;0.0784547
14,0.0977582,-0.0516352;0.149393
17,0.214359,-0.0374555;0.251815
5,-0.0477743,0.117655;-0.165429
11,0.103006,0.241714;-0.138707
10,1598.42,14.5348;1583.88
13,0.923372,0.41291;0.510462
12,-0.822828,-0.481148;-0.341681
13,-0.755734,0.02087;-0.776604
12,0.0839247,-0.1168;0.200725
10,0.0839247,0.0834604;0.000464297
11,-1.43721,-0.909023;-0.528189
14,0.0468662,0.0436044;0.00326183
10,-0.259361,-0.0412888;-0.218072
12,0.147783,0.227473;-0.07969
15,0.300557,0.0453478;0.255209
12,-0.080608,-0.20849;0.127883
10,0.652248,0.289984;0.362264
14,-0.259361,0.243974;-0.503335
12,0.169719,-0.100716;0.270435
18,-2.76212,-2.81233;0.0502138
12,-0.494509,-0.0539791;-0.44053
13,0.0261786,-0.0616362;0.0878148
10,0.176705,0.349403;-0.172698
15,-0.178173,0.0908625;-0.269036
11,-0.243997,0.00154985;-0.245547
6,0.658057,0.811381;-0.153324
10,4.29359,4.46527;-0.171684
13,-0.220069,-0.418815;0.198746
11,-1.05632,-1.24325;0.186934
15,-0.515929,-0.057679;-0.45825
14,-0.648648,-0.540445;-0.108203
13,-0.631821,-0.3878;-0.244021
12,-0.0817911,-0.300554;0.218763
11,-0.259361,0.100644;-0.360006
16,0.187976,-0.0858464;0.273823
19,-0.968856,-0.302325;-0.666531
13,0.169719,0.192226;-0.0225077
13,0.176705,0.456437;-0.279732
8,-21.7102,-13.0328;-8.67745
15,-0.0360786,-0.0577765;0.0216979
13,-0.550871,-0.796913;0.246043
11,-0.277784,-0.168622;-0.109163
11,-1.51461,-0.410435;-1.10417
7,1.63066,1.39035;0.240307
20,1.72761,0.226467;1.50115
16,0.103006,0.199399;-0.0963926
16,0.187976,0.185663;0.00231348
13,-1.55695,-1.54225;-0.0146975
14,-0.0817911,-0.209571;0.127779
14,-0.205401,0.042054;-0.247455
15,0.280677,0.319335;-0.0386575
12,0.141031,0.071648;0.0693826
12,-0.755734,-0.0357098;-0.720024
13,0.200499,0.164986;0.0355127
14,0.147783,0.239522;-0.0917396
5,1.47485,-38.3769;39.8517
8,-0.0596222,0.107218;-0.16684
11,1.81996,1.40251;0.417441
9,0.214359,0.185093;0.0292659
21,-0.286874,-0.436662;0.149788
12,0.171049,0.190342;-0.019293
17,-0.451831,-0.161428;-0.290403
16,0.487375,0.194091;0.293284
17,-0.00946571,-0.257411;0.247946
15,-0.0900154,-0.166504;0.0764883
14,-0.250401,-0.0913082;-0.159093
13,-0.0544239,0.179988;-0.234412
15,-0.755734,-0.0805276;-0.675206
9,-0.441445,-0.127708;-0.313737
15,-0.451831,0.102084;-0.553915
14,0.144146,0.21796;-0.0738142
18,-0.516047,-0.145373;-0.370674
12,-0.286874,-0.386183;0.0993091
12,0.385423,0.420265;-0.0348424
17,0.233323,0.191349;0.0419741
6,0.205838,0.0383645;0.167474
16,0.932693,0.854418;0.0782754
14,1.86792,2.01575;-0.147828
18,-0.259361,-0.0682022;-0.191159
13,-0.141041,-0.137229;-0.00381268
10,-0.220014,-0.161455;-0.0585585
14,0.192156,0.321581;-0.129424
15,-0.259361,0.0518862;-0.311247
22,-0.23999,-0.245165;0.00517498
13,-0.597676,-0.355472;-0.242204
14,0.169719,0.172303;-0.00258479
14,-6.28679,-4.12856;-2.15823
13,0.0708581,-0.0754712;0.146329
12,-1.45155,-1.40471;-0.0468412
15,-0.466337,-0.366926;-0.0994117
16,-0.459566,-0.477137;0.0175709
13,-0.243141,-0.141118;-0.102023
16,0.385423,0.348559;0.0368639
17,0.163598,-0.0307786;0.194377
15,-0.368754,-0.0703763;-0.298377
10,0.200377,0.248175;-0.0477983
11,-0.604111,-0.281689;-0.322421
19,-0.451831,-0.204844;-0.246987
17,-0.238013,-0.10443;-0.133583
14,0.214359,-0.0682489;0.282608
14,-0.785165,-0.534268;-0.250897
19,0.0879801,-0.111316;0.199296
15,0.33321,0.361586;-0.0283766
18,-0.079461,0.0594083;-0.138869
15,0.214359,-0.0912009;0.30556
17,-0.259361,0.0836904;-0.343052
16,0.147783,0.263549;-0.115766
12,-0.220014,-0.274544;0.0545303
16,-0.286874,-0.332049;0.0451745
16,-0.227481,-2.64286;2.41538
18,-1.06514,-0.755172;-0.30997
15,1.46709,-1.68528;3.15237
13,0.277017,0.122679;0.154338
14,0.147783,0.23033;-0.0825469
15,0.214359,-0.26001;0.474369
17,0.169719,0.117432;0.0522866
11,-0.141539,-0.213473;0.071934
16,-0.259361,0.133538;-0.392899
23,-0.620389,0.753539;-1.37393
20,-0.255166,-0.161281;-0.0938849
13,0.602288,1.08231;-0.480024
18,-0.732488,0.246678;-0.979165
14,1.79107,1.85492;-0.0638441
20,0.329919,0.223869;0.106049
15,0.618853,0.560008;0.0588443
19,0.300557,0.17447;0.126087
16,-0.0804973,0.024813;-0.10531
17,-0.178173,-0.0102542;-0.167919
17,-4.46595,-3.49478;-0.971166
18,1.46709,2.33387;-0.866787
16,0.460908,0.877246;-0.416338
21,-0.0446114,-0.230479;0.185868
24,0.460908,0.26782;0.193088
17,0.00909575,0.259506;-0.25041
17,0.116701,0.18434;-0.0676391
18,1.17073,0.430518;0.740211
14,0.122588,-0.102662;0.22525
19,-1.43721,-2.78607;1.34886
12,0.31924,0.247259;0.0719807
15,-0.160303,0.0372315;-0.197535
22,-0.0817911,-0.134631;0.05284
21,0.460908,0.699772;-0.238864
18,-0.755734,-0.0832055;-0.672528
20,-0.259361,-0.201629;-0.0577321
19,0.307007,0.438422;-0.131415
19,0.187976,0.181154;0.00682192
16,-1.82102,-1.71887;-0.102143
18,0.210972,0.341183;-0.130211
17,-0.152023,-0.140274;-0.011749
19,-0.200942,0.0506997;-0.251642
17,-0.413857,-0.619389;0.205532
15,4.29359,3.60669;0.686896
18,-0.192959,0.0420663;-0.235025
20,-0.171866,-0.141236;-0.0306303
23,-0.0558165,-0.202532;0.146716
15,-0.277784,-0.346507;0.0687227
18,0.254097,0.38587;-0.131773
18,0.210972,0.300277;-0.089305
16,0.223336,0.110644;0.112691
20,-0.516047,-0.252692;-0.263356
20,0.0944329,0.15964;-0.0652071
13,-0.328219,-0.19691;-0.131309
17,-0.374775,-0.0179249;-0.35685
18,-0.259361,-0.243203;-0.016158
16,-0.740711,-0.262281;-0.478431
25,1.46709,2.62989;-1.16281
7,-0.827556,-14.5773;13.7497
22,-0.451385,-0.347256;-0.104129
19,0.37662,0.384218;-0.00759841
16,-0.47926,0.0181083;-0.497368
19,-0.661554,-0.156263;-0.505292
24,-0.201033,0.118995;-0.320028
21,-0.567778,-0.190737;-0.37704
20,-0.734574,-1.24066;0.506081
19,-1.43721,-0.592887;-0.844325
21,-0.567778,-0.301439;-0.266339
17,0.147783,0.224849;-0.0770665
17,-0.494509,-0.657452;0.162943
19,0.300557,0.215638;0.0849194
14,-0.494509,-0.168064;-0.326445
23,0.119152,-0.0396181;0.15877
19,-0.205401,0.0814562;-0.286857
16,6.63488,7.29123;-0.65635
8,-0.0532757,-0.0345245;-0.0187511
18,0.460908,0.459824;0.0010835
20,-0.755734,-0.16014;-0.595593
26,0.0525889,-1.08303;1.13562
22,0.300557,0.164741;0.135816
25,2.63686,2.25133;0.385533
19,-3.35597,-3.01693;-0.339036
22,0.214359,-0.0431476;0.257507
21,-0.259054,-0.0965271;-0.162527
17,-0.339364,-0.267794;-0.0715706
20,-0.734574,-1.03299;0.29842
24,-1.51461,-0.25191;-1.2627
14,8.36297,7.54218;0.820792
18,-0.0544239,0.141774;-0.196198
20,-0.200942,-0.0495078;-0.151434
21,4.47961,4.63938;-0.159768
17,-0.840522,-0.389799;-0.450724
20,-0.178173,-0.305572;0.127399
23,-0.259361,0.14689;-0.406251
19,0.363545,0.267568;0.0959766
20,-1.51461,-0.821642;-0.692965
18,0.343794,0.385393;-0.0415993
15,1.18632,0.518488;0.667835
9,-0.462434,-0.683048;0.220613
26,-0.178173,-0.254368;0.0761952
25,0.602288,-0.242328;0.844616
24,-0.259361,-0.239115;-0.0202458
18,-0.302363,-0.390308;0.087944
18,-0.0446114,-0.233363;0.188751
27,0.14063,0.320963;-0.180333
21,4.29359,4.1608;0.132795
21,0.355708,0.245659;0.110049
22,-0.250401,-0.00052166;-0.249879
19,0.0708581,0.0524086;0.0184495
16,-0.0532757,0.16128;-0.214555
16,10.0776,9.71595;0.361689
23,2.03166,2.01667;0.0149902
19,-1.45155,-1.09658;-0.354972
21,-1.51461,-0.770307;-0.7443
15,-0.451385,-0.582343;0.130958
20,0.147783,0.25963;-0.111847
28,0.169719,0.174888;-0.00516977
25,0.0261786,0.198876;-0.172697
26,0.147783,0.317299;-0.169517
19,0.134829,0.289707;-0.154878
22,0.233578,0.213088;0.0204897
19,0.33321,0.414517;-0.0813071
22,0.385887,0.2793;0.106586
17,-0.635927,0.000884579;-0.636811
22,-3.88399,-4.94969;1.06571
20,0.200499,0.0461828;0.154316
27,0.0315494,0.138191;-0.106642
17,0.329919,0.199181;0.130738
26,-0.0626583,0.152973;-0.215632
23,0.608361,-0.153401;0.761762
20,-0.398297,-0.304701;-0.0935964
21,-0.318507,0.0156126;-0.33412
29,-1.74193,-1.71591;-0.0260211
16,0.171049,0.333791;-0.162742
24,-1.51461,-1.72443;0.209819
22,0.200377,0.237503;-0.037126
23,0.200499,0.290313;-0.0898145
23,0.176705,0.28724;-0.110535
20,0.794359,0.632302;0.162056
21,-0.755734,-0.0842418;-0.671492
23,-0.141539,-0.225346;0.0838072
27,-0.192959,0.0626717;-0.255631
20,0.924474,0.824828;0.0996459
18,-1.07293,-0.272127;-0.800807
11,1598.42,-16.4257;1614.84
22,0.424825,0.234553;0.190271
24,-1.07293,-0.271761;-0.801173
30,0.146001,0.161027;-0.0150258
21,-2.76212,-10.4109;7.64882
28,-0.459566,-0.491479;0.0319134
24,0.296783,1.12407;-0.827282
18,-0.0359338,-0.133776;0.0978425
21,-0.451316,-0.468709;0.0173936
12,-0.47522,-0.142858;-0.332362
28,0.171049,0.224249;-0.0531993
17,-1.80892,-1.30483;-0.504089
21,-0.20653,0.162068;-0.368598
21,6.63488,5.6278;1.00708
25,0.200499,0.216969;-0.0164706
21,-0.740711,-0.342155;-0.398556
24,0.300557,0.307685;-0.00712773
23,-0.0686507,0.0638105;-0.132461
22,0.214359,-0.0706333;0.284992
22,0.525811,0.327607;0.198204
29,-0.302363,-0.273996;-0.0283677
25,-0.553688,-0.1147;-0.438988
23,0.0695863,0.165247;-0.0956602
31,0.506027,0.385021;0.121007
22,0.214359,0.023754;0.190605
24,-0.718924,-1.12994;0.411018
13,-0.200942,0.0567578;-0.2577
19,0.120556,0.0248376;0.0957188
23,-0.77215,-0.322238;-0.449913
22,0.175251,0.215268;-0.040017
29,0.873243,0.652612;0.220631
19,0.488784,0.782132;-0.293348
18,-0.259361,0.0953179;-0.354679
25,-0.259361,-0.294666;0.0353045
26,-0.248494,0.120232;-0.368726
32,0.147783,0.203793;-0.0560101
22,0.612169,0.53768;0.0744895
25,-0.636181,-0.587245;-0.0489362
24,0.200499,0.0507498;0.149749
24,0.424825,0.35213;0.0726948
26,-0.451831,0.149096;-0.600927
25,-0.0519896,-0.0909365;0.0389468
23,0.385423,0.378616;0.00680737
27,10.0776,10.2554;-0.177748
23,1.46709,0.307887;1.1592
33,-0.840522,-0.282469;-0.558054
25,0.363545,0.187469;0.176076
20,2.16999,2.22903;-0.0590434
26,-0.0544239,-0.00795633;-0.0464676
14,0.157477,0.391261;-0.233784
30,0.393804,0.521961;-0.128157
22,-3.56739,-3.47592;-0.0914686
10,10.0776,9.58565;0.491995
23,0.707947,0.706407;0.00154007
26,0.14063,0.282987;-0.142357
30,0.460908,0.855022;-0.394114
23,0.210972,0.336511;-0.125539
20,0.0944329,-0.216108;0.310541
24,-2.76212,-4.18733;1.42521
26,-0.0544239,-0.116444;0.0620205
34,-0.124281,0.570102;-0.694383
27,-0.695519,-0.542977;-0.152542
28,-0.259361,-0.0545156;-0.204846
25,1.03304,0.788491;0.244547
24,-0.328219,-0.207002;-0.121216
27,0.329919,0.373295;-0.0433762
24,-0.181455,-0.220336;0.0388807
24,-0.740711,-0.1184;-0.622312
31,0.761992,1.40252;-0.640526
27,-0.0404183,-0.437032;0.396613
11,0.14063,0.306185;-0.165555
21,0.200499,0.244092;-0.0435932
35,-0.740711,-0.278984;-0.461727
15,0.300557,-0.0115889;0.312146
23,-0.0532757,-0.0235727;-0.0297029
24,-0.205401,0.057555;-0.262956
26,1.22562,0.763144;0.462472
32,-0.220405,-0.0405409;-0.179864
31,0.296783,-2.22984;2.52662
21,0.0181523,-0.0287892;0.0469415
27,0.326571,0.460361;-0.13379
25,-0.451831,-0.0312162;-0.420615
27,0.765692,0.463181;0.302511
29,0.258694,-0.00165132;0.260345
28,0.14063,0.19801;-0.0573802
25,0.0708581,0.0898719;-0.0190138
28,-2.37638,-1.31225;-1.06413
28,-0.451385,-0.322094;-0.129291
22,-0.47926,-0.110775;-0.368485
27,0.200499,0.322187;-0.121689
12,0.286544,0.185685;0.100859
33,0.0708581,-0.0790603;0.149918
25,0.811323,0.550733;0.26059
28,-0.425604,-0.0717659;-0.353838
32,-0.220405,-0.118711;-0.101694
25,1.31873,1.11943;0.199303
25,-1.51461,-0.408605;-1.106
24,-0.394178,-0.543469;0.149291
16,0.392949,0.288102;0.104847
26,-0.0532757,0.268464;-0.321739
28,0.0519762,0.0161038;0.0358724
22,0.761992,0.300942;0.461051
23,0.14063,0.250742;-0.110112
28,-0.0910333,-0.14013;0.0490968
29,-0.349105,-0.427011;0.0779063
30,-0.178173,-0.019788;-0.158385
29,0.300557,0.0572629;0.243294
29,-0.0817911,0.00482389;-0.086615
33,0.0695863,0.159042;-0.089456
26,-6.40386,-5.21363;-1.19023
13,-0.304553,-0.332291;0.0277382
29,-0.200942,0.0584451;-0.259387
26,-0.259361,-0.105306;-0.154055
26,-0.0519896,-0.124629;0.0726393
26,0.561297,0.738635;-0.177337
29,-0.363129,-0.412611;0.0494817
25,0.433023,0.169091;0.263932
24,-0.388064,-0.110465;-0.277599
29,-0.178173,-0.0234332;-0.15474
27,1.18632,0.279649;0.906673
23,0.0410426,0.255776;-0.214733
17,0.188767,0.250304;-0.0615372
34,-2.57986,-4.50145;1.92159
27,0.171049,0.314952;-0.143903
31,0.289923,0.480861;-0.190938
30,-0.274348,-0.00953653;-0.264812
36,6.63488,7.18274;-0.54786
27,-0.220014,-0.186487;-0.0335262
27,-0.0534997,0.19491;-0.24841
30,-0.60311,-0.143548;-0.459563
30,-1.56383,-1.36899;-0.194844
28,-0.200942,0.0313887;-0.23233
14,-1.74193,-1.79066;0.0487322
30,0.214359,-0.224844;0.439203
27,0.112938,0.107646;0.00529148
30,-0.0558975,0.163366;-0.219263
35,0.147783,0.293666;-0.145884
34,-0.620389,0.702381;-1.32277
26,4.67461,4.56136;0.113246
25,0.542885,0.338737;0.204148
24,-0.205401,0.0868844;-0.292286
29,-1.07293,-0.239616;-0.833318
28,-0.175101,-0.208309;0.0332088
31,-0.259361,0.103811;-0.363172
32,-0.349105,-0.398888;0.0497828
18,0.210972,0.244317;-0.0333447
15,0.697737,0.258118;0.439619
37,0.299958,0.46843;-0.168472
30,-1.45155,-1.51414;0.0625857
28,-0.0544239,-0.141327;0.0869029
31,-0.0626583,0.157746;-0.220404
28,0.165026,0.175205;-0.0101796
36,-0.124281,0.539599;-0.66388
31,0.0953615,0.126412;-0.0310509
27,0.214359,0.252977;-0.038618
26,-0.220014,-0.208677;-0.0113365
31,-0.433621,-0.328425;-0.105196
29,0.0807254,-0.0526544;0.13338
35,-0.124211,-0.118524;-0.0056872
31,0.214359,0.186675;0.027684
32,0.300557,-0.079867;0.380424
33,-0.259361,0.146189;-0.40555
25,0.147783,0.0864767;0.061306
30,-1.36623,-1.76029;0.394059
32,-0.235088,-0.299985;0.0648971
28,-1.43721,-2.85414;1.41693
37,-0.20653,0.00811089;-0.214641
19,-0.0111821,0.0943803;-0.105562
26,0.296783,-4.61966;4.91644
38,0.214359,-0.22887;0.443229
29,-0.0900154,0.0316317;-0.121647
31,1.47485,-5.23957;6.71443
32,0.292067,0.647669;-0.355602
30,-0.0404183,-0.612301;0.571883
33,0.214359,0.0176985;0.196661
28,-0.372745,-0.254367;-0.118378
27,-0.822828,-0.493767;-0.329061
36,-0.769534,-0.760615;-0.00891882
38,-0.328219,-0.359577;0.0313583
32,-0.77215,0.159017;-0.931168
31,0.355708,0.266326;0.0893821
32,0.158882,0.288762;-0.12988
39,1.15961,0.0641625;1.09545
33,-0.746667,-0.649798;-0.0968691
29,-2.37638,-1.52353;-0.85285
20,-0.192959,-0.0305698;-0.162389
29,-0.0946696,-0.119289;0.0246198
34,0.247513,0.27183;-0.0243162
26,-0.664723,-1.09801;0.433286
27,0.00160335,0.173995;-0.172392
16,6.63488,6.4639;0.170971
29,-0.259361,0.220954;-0.480315
39,0.103006,0.103384;-0.000377401
31,-0.250985,0.0200961;-0.271081
32,-0.079461,-0.0981189;0.0186579
33,0.658057,0.721188;-0.0631314
40,0.02382,0.225856;-0.202036
